variable,years,short_desc,long_desc,sources,category,plaintext_cite,bibtex_cite,plaintext_cite2,bibtex_cite2,plaintext_cite3,bibtex_cite3,plaintext_cite4,bibtex_cite4,plaintext_cite5,bibtex_cite5
nbills_minor_topic_206,1973-2016,Number of bills: civil rights - voting rights,"Number of bills: civil rights - voting rights (minor topic 206). Description: Includes issues related to voting rights, expanding or contracting the franchise, participation and related issues.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_207,1973-2016,Number of bills: civil rights - freedom of speech,"Number of bills: civil rights - freedom of speech (minor topic 207). Description: Issues related to freedom of speech, religious freedoms, and other types of freedom of expression.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_208,1973-2016,Number of bills: civil rights - right to privacy,"Number of bills: civil rights - right to privacy (minor topic 208). Description: Includes issues related to privacy rights, including privacy of records, access to government information, and abortion rights.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_209,1973-2016,Number of bills: civil rights - anti-government,"Number of bills: civil rights - anti-government (minor topic 209). Description: Includes issues related to anti-government activity groups, such as the communist party and local insurgency groups.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",Rights,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2099,1973-2016,Number of bills: government operations - other,Number of bills: government operations - other (minor topic 2099). Description: Includes issues related to other government operations subtopics.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2100,1973-2016,Number of bills: public lands - general,"Number of bills: public lands - general (minor topic 2100). Description: Includes issues related to general public lands, water management, and terrorial issues.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2101,1973-2016,Number of bills: public lands - national parks,"Number of bills: public lands - national parks (minor topic 2101). Description: Includes issues related to national parks, memorials, historic sites, and recreation, including the management and staffing of cultural sites.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2102,1973-2016,Number of bills: public lands - indigenous affairs,"Number of bills: public lands - indigenous affairs (minor topic 2102). Description: Includes issues related to indigenous affairs, indigenous lands, and assistance to indigenous people.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2103,1973-2016,Number of bills: public lands - public lands,"Number of bills: public lands - public lands (minor topic 2103). Description: Includes issues related to natural resources, public lands, and forest management, including forest fires, livestock grazing.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2104,1973-2016,Number of bills: public lands - water resources,"Number of bills: public lands - water resources (minor topic 2104). Description: Includes issues related to water resources, water resource development and civil works, flood control, and research.","E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2105,1973-2016,Number of bills: public lands - dependencies & territories,Number of bills: public lands - dependencies & territories (minor topic 2105). Description: Includes issues related to terroritial and dependency issues and devolution.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2199,1973-2016,Number of bills: public lands - other,Number of bills: public lands - other (minor topic 2199). Description: Includes issues related to other public lands policy subtopics.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
nbills_minor_topic_2300,1973-2016,Number of bills: culture - general,Number of bills: culture - general (minor topic 2300). Description: Includes issues related to general cultural policy issues.,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,"E. Scott Adler and John Wilkerson, Congressional Bills Project: (1973-2016), NSF 00880066 and 00880061. The views expressed are those of the authors and not the National Science Foundation.",NA,NA,NA,NA,NA,NA,NA,NA,NA
