rowid,id,age,occup,gender,purp,vehic,freqpweek,OD_dist,travtime,reason,own_car,own_motob,own_ebike,own_bike,opinion_car,opinion_motob,opinion_ebike,opinion_bike,opinion_taxi,opinion_bus,opinion_ban
11922,138733223,56_75,fdi,male,work,car,4_7,2.815033896,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11923,138733244,26_35,fdi,male,work,car,4_7,2.949818335,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11924,138733258,36_55,fdi,male,work,car,4_7,2.928392765,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11925,138733309,26_35,state,male,work,car,4_7,2.879329011,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11926,138733312,26_35,fdi,male,work,car,4_7,2.882204088,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,neutral
11927,138733376,18_25,fdi,male,work,car,4_7,2.864650136,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11928,138733832,18_25,state,male,work,car,4_7,3.278121174,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11929,138733844,18_25,state,male,work,car,4_7,3.256702692,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11930,138733857,18_25,state,male,work,car,4_7,3.249212066,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11931,138733867,36_55,student,male,work,car,4_7,3.23321818,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11932,138733930,18_25,state,male,work,car,4_7,3.233125687,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11933,138733984,26_35,fdi,male,work,car,4_7,3.218095501,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11934,138733997,36_55,fdi,male,work,car,4_7,3.278121174,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11935,138734013,26_35,fdi,male,work,car,4_7,3.20635175,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11936,138734044,18_25,fdi,male,work,car,4_7,3.195250343,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11937,138734059,26_35,fdi,male,work,car,4_7,3.215310239,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11938,138734065,36_55,fdi,male,work,car,4_7,3.180569884,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11939,138734190,18_25,fdi,male,work,car,4_7,3.278121174,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11940,138734202,26_35,state,male,work,car,4_7,3.184596096,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11941,138734216,26_35,fdi,male,work,car,4_7,3.278121174,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11942,138734244,26_35,fdi,male,work,car,4_7,3.17543633,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11943,138734252,36_55,fdi,male,work,car,4_7,3.195594078,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11944,138734259,26_35,student,male,work,car,4_7,3.165043834,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11945,138734265,56_75,student,male,work,car,4_7,3.127894701,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11946,138734271,26_35,fdi,male,work,car,4_7,3.188874622,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11947,138734279,36_55,student,male,work,car,4_7,3.188845903,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11948,138734294,36_55,student,male,work,car,4_7,3.111440169,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11949,138734302,26_35,fdi,male,work,car,4_7,3.119210237,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11950,138734310,26_35,fdi,male,work,car,4_7,3.278121174,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11951,138734321,56_75,fdi,male,work,car,4_7,3.216714597,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11952,138734331,36_55,state,male,work,car,4_7,3.060831188,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11953,138734707,18_25,state,male,work,car,4_7,4.651281765,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11954,138734713,26_35,state,male,work,car,4_7,4.624432171,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11955,138734715,36_55,state,male,work,car,4_7,4.587504888,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11956,138734721,36_55,fdi,male,work,car,4_7,4.651281765,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11957,138734747,18_25,state,male,work,car,4_7,4.651281765,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11958,138734796,18_25,state,male,work,car,4_7,4.540835824,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11959,138734805,26_35,student,male,work,car,4_7,4.497468001,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11960,138735008,36_55,fdi,male,work,car,4_7,4.626366647,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11961,138735015,36_55,fdi,male,work,car,4_7,4.707546108,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11962,138735027,36_55,fdi,male,work,car,4_7,4.560020091,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11963,138735034,26_35,fdi,male,work,car,4_7,4.854398863,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11964,138735038,18_25,student,male,work,car,4_7,4.855731851,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11965,138735040,36_55,fdi,male,work,car,4_7,4.540760788,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11966,138735042,36_55,fdi,male,work,car,4_7,4.838769998,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11967,138735044,18_25,student,male,work,car,4_7,4.86625496,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11968,138735118,26_35,fdi,male,work,car,4_7,4.849702075,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11969,138735123,26_35,fdi,male,work,car,4_7,4.805423866,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,neutral
11970,138735131,18_25,state,male,work,car,4_7,4.853072184,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11971,138735139,36_55,state,male,work,car,4_7,4.824009167,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11972,138735145,26_35,fdi,male,work,car,4_7,4.821280929,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,neutral
11973,138735150,26_35,fdi,male,work,car,4_7,4.672911646,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11974,138735172,36_55,student,male,work,car,4_7,4.760765411,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11975,138735177,36_55,state,male,work,car,4_7,4.832810601,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11976,138735189,36_55,student,male,work,car,4_7,4.819921742,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11977,138735194,56_75,fdi,male,work,car,4_7,4.86428787,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11978,138735197,18_25,state,male,work,car,4_7,4.965141783,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11979,138735207,36_55,fdi,male,work,car,4_7,5.012193334,22,convinient,1,1,1,1,neutral,verygood,good,neutral,verygood,neutral,agree
11980,138741812,18_25,state,male,visit,car,4_7,7.807726063,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11981,138741821,18_25,student,male,visit,car,4_7,7.789322912,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11982,138741852,26_35,student,male,visit,car,4_7,7.835179523,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11983,138741873,36_55,student,male,visit,car,4_7,7.791032483,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11984,138741895,26_35,fdi,male,visit,car,4_7,7.740764264,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11985,138742095,36_55,fdi,male,visit,car,4_7,7.802550075,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11986,138742150,36_55,fdi,male,visit,car,4_7,7.785978675,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11987,138742177,26_35,fdi,male,visit,car,4_7,7.854703348,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11988,138742190,26_35,fdi,male,visit,car,4_7,7.873169548,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11989,138742198,26_35,state,male,visit,car,4_7,7.902849681,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11990,138743065,26_35,fdi,male,visit,car,4_7,7.777290251,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11991,138743107,26_35,fdi,male,visit,car,4_7,7.807726063,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11992,138743173,26_35,fdi,male,visit,car,4_7,7.795909451,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11993,138743224,36_55,fdi,male,visit,car,4_7,7.774936953,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11994,138743336,56_75,fdi,male,visit,car,4_7,7.733831745,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11995,138743413,36_55,student,male,visit,car,4_7,7.727062795,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11996,138743481,36_55,fdi,male,visit,car,4_7,7.69820765,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11997,138743637,26_35,fdi,male,visit,car,4_7,7.807726063,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11998,138743693,26_35,state,male,visit,car,4_7,7.807726063,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
11999,138743768,36_55,fdi,male,visit,car,4_7,7.807726063,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12000,138743831,36_55,student,male,visit,car,4_7,7.807726063,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12001,138743886,36_55,student,male,visit,car,4_7,7.743357212,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12002,138743920,36_55,fdi,male,visit,car,4_7,7.807726063,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12003,138743962,36_55,fdi,male,visit,car,4_7,7.716839989,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12004,138744025,18_25,fdi,male,visit,car,4_7,7.716830389,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12005,138744048,36_55,student,male,visit,car,4_7,7.759736784,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12006,138744160,26_35,fdi,male,visit,car,4_7,7.772940307,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12007,138744688,26_35,fdi,male,visit,car,4_7,7.716126779,40,cost convinient other,1,2,0,0,verygood,neutral,neutral,good,good,neutral,strongagree
12008,138744949,36_55,fdi,male,work,moto,4_7,6.571855208,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12009,138744984,26_35,state,male,work,moto,4_7,6.560400882,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12010,138745010,26_35,student,male,work,moto,4_7,6.54823082,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12011,138745060,18_25,fdi,male,work,moto,4_7,6.571855208,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12012,138745087,26_35,fdi,male,work,moto,4_7,6.587148874,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12013,138745107,18_25,state,male,work,moto,4_7,6.613512196,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12014,138745132,18_25,student,male,work,moto,4_7,6.576012008,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12015,138745166,56_75,student,male,work,moto,4_7,6.598057256,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12016,138745196,36_55,fdi,male,work,moto,4_7,6.571855208,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12017,138745253,26_35,student,male,work,moto,4_7,6.565626412,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12018,138745282,18_25,fdi,male,work,moto,4_7,6.586093102,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12019,138745297,56_75,state,male,work,moto,4_7,6.583831528,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12020,138745416,26_35,fdi,male,work,moto,4_7,6.533606328,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12021,138745772,36_55,fdi,male,work,moto,4_7,6.545920149,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12022,138745820,36_55,fdi,male,work,moto,4_7,6.545920149,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12023,138745846,36_55,state,male,work,moto,4_7,6.571855208,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12024,138745882,36_55,fdi,male,work,moto,4_7,6.538946993,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12025,138745918,18_25,student,male,work,moto,4_7,6.55105419,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12026,138745958,18_25,fdi,male,work,moto,4_7,6.568979975,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12027,138746054,26_35,state,male,work,moto,4_7,6.532447647,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12028,138746093,26_35,private,male,work,moto,4_7,6.509426516,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12029,138746167,18_25,retired,male,work,moto,4_7,6.639532048,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12030,138746184,18_25,fdi,male,work,moto,4_7,6.557591227,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12031,138746230,26_35,fdi,male,work,moto,4_7,6.661091202,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12032,138746242,26_35,state,male,work,moto,4_7,6.627890874,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,neutral
12033,138746821,26_35,state,male,work,moto,4_7,7.662827598,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12034,138746849,36_55,fdi,male,work,moto,4_7,7.632201005,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12035,138746872,26_35,fdi,male,work,moto,4_7,7.607248344,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12036,138746903,26_35,state,male,work,moto,4_7,7.575114285,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12037,138746915,56_75,state,male,work,moto,4_7,7.659992228,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12038,138746949,36_55,state,male,work,moto,4_7,7.629970928,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12039,138746966,36_55,state,male,work,moto,4_7,7.587603834,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12040,138746992,26_35,fdi,male,work,moto,4_7,7.679909891,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12041,138747004,36_55,student,male,work,moto,4_7,7.671591722,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12042,138747041,26_35,fdi,male,work,moto,4_7,7.692962273,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12043,138747081,56_75,fdi,male,work,moto,4_7,7.637825505,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12044,138747102,36_55,student,male,work,moto,4_7,7.597538035,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12045,138747118,56_75,student,male,work,moto,4_7,7.686244294,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12046,138747156,26_35,fdi,male,work,moto,4_7,7.651083501,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
12047,138747279,56_75,fdi,male,work,moto,4_7,7.627366242,50,convinient timesaving,2,1,1,0,good,neutral,good,good,neutral,good,agree
